,vc1,vc2,vc,vc_int
32746,9-1-104,22-2-88(b),9-1-104,75
32747,9-1-36(a),22-2-88(b),9-1-36(a),119
32748,9-1-36(a),9-1-104,9-1-36(a),119
32749,22-2-22,9-1-104,22-2-22,11
32750,9-1-36(a),22-2-83(c),9-1-36(a),119
32751,9-1-104,9-1-104,9-1-104,75
32752,22-2-17,9-1-104,22-2-17,7
32753,9-1-36(a),22-2-88(b),9-1-36(a),119
32754,9-1-36(a),9-1-104,9-1-36(a),119
32755,9-1-36(a),9-1-104,9-1-36(a),119
32756,22-2-45,22-2-88(b),22-2-45,18
32757,22-2-45,22-2-43,22-2-45,18
32758,22-2-22,9-1-104,22-2-22,11
32759,22-2-45,22-2-88(b),22-2-45,18
32760,22-2-83,9-1-36(a),22-2-83,24
32761,9-1-104,9-1-111,9-1-104,75
32762,61-4-32,9-1-36(a),61-4-32,52
32763,9-1-36(a),9-1-111,9-1-36(a),119
32764,22-2-91,9-1-36(a),22-2-91,35
32765,9-1-104,9-1-104,9-1-104,75
32766,22-2-21(b),9-1-104,22-2-21(b),10
32767,9-1-36(a),9-1-104,9-1-36(a),119
32768,9-1-104,22-2-88(b),9-1-104,75
32769,22-2-83(a)(b)(c),9-1-104,22-2-83(a)(b)(c),25
32770,22-2-17,9-1-111,22-2-17,7
32771,22-2-22,9-1-36(a),22-2-22,11
32772,22-2-88,9-1-113,22-2-88,33
32773,9-1-105,9-1-113,9-1-105,76
32774,22-2-17,9-1-36(a),22-2-17,7
32775,22-2-22,9-1-104,22-2-22,11
32776,22-2-45,22-2-88(b),22-2-45,18
32777,22-2-17,9-1-104,22-2-17,7
32778,22-2-45,22-2-88(b),22-2-45,18
32779,22-2-45,9-1-111,22-2-45,18
32780,22-2-84(a)(1)(2)(4),9-1-36(a),22-2-84(a)(1)(2)(4),28
32781,22-2-45,9-1-104,22-2-45,18
32782,9-1-36(a),9-1-104,9-1-36(a),119
32783,22-2-91,9-1-111,22-2-91,35
32784,9-1-36(a),22-2-88(b),9-1-36(a),119
32785,9-1-104,22-2-88(b),9-1-104,75
32786,9-1-36(a),9-1-104,9-1-36(a),119
32787,22-2-45,22-2-88(b),22-2-45,18
32788,9-1-105,9-1-104,9-1-105,76
32789,9-1-36(a),9-1-104,9-1-36(a),119
32790,9-1-36(a),9-1-110(a),9-1-36(a),119
32791,22-2-22,9-1-104,22-2-22,11
32792,9-1-36(a),22-2-88(b),9-1-36(a),119
32793,9-1-36(a),22-2-88(b),9-1-36(a),119
32794,9-1-36(a),9-1-111,9-1-36(a),119
32795,22-2-17,9-1-113,22-2-17,7
32796,9-1-104,9-1-36(a),9-1-104,75
32797,9-1-36(a),9-1-36(a),9-1-36(a),119
32798,22-2-45,9-1-113,22-2-45,18
32799,22-2-17,9-1-111,22-2-17,7
32800,9-1-104,22-2-88(b),9-1-104,75
32801,9-1-36(a),22-2-88(b),9-1-36(a),119
32802,9-1-36(a),9-1-104,9-1-36(a),119
32803,9-1-104,22-2-88(b),9-1-104,75
32804,9-1-36(a),9-1-36(a),9-1-36(a),119
32805,9-1-36(a),22-2-88(b),9-1-36(a),119
32806,9-1-36(a),22-2-88(b),9-1-36(a),119
32807,9-1-36(a),9-1-104,9-1-36(a),119
32808,9-1-36(a),22-2-88(b),9-1-36(a),119
32809,22-2-22,22-2-88(b),22-2-22,11
32810,22-2-22,9-1-104,22-2-22,11
32811,9-1-104,9-1-36(a),9-1-104,75
32812,9-1-36(a),9-1-113,9-1-36(a),119
32813,22-2-83(a)(b)(c),9-1-111,22-2-83(a)(b)(c),25
32814,22-2-22,9-1-113,22-2-22,11
32815,9-1-36(a),9-1-36(a),9-1-36(a),119
32816,9-1-36(a),9-1-104,9-1-36(a),119
32817,9-1-36(a),9-1-104,9-1-36(a),119
32818,9-1-36(a),22-2-83(c),9-1-36(a),119
32819,9-1-104,9-1-104,9-1-104,75
32820,9-1-105,9-1-104,9-1-105,76
32821,9-1-36(a),9-1-201(a),9-1-36(a),119
32822,22-2-22,9-1-104,22-2-22,11
32823,9-1-104,9-1-104,9-1-104,75
32824,9-1-36(a),22-2-88(b),9-1-36(a),119
32825,22-2-22,22-2-88(b),22-2-22,11
32826,9-1-36(a),9-1-104,9-1-36(a),119
32827,9-1-104,9-1-104,9-1-104,75
32828,9-1-107,22-2-88(b),9-1-107,78
32829,9-1-477,9-1-104,9-1-477,150
32830,9-1-468,9-1-104,9-1-468,145
32831,9-1-81(a),22-2-88(b),9-1-81(a),155
32832,9-1-107,22-2-88(b),9-1-107,78
32833,9-1-36(a),9-1-104,9-1-36(a),119
32834,9-1-405,22-2-88(b),9-1-405,124
32835,9-1-306,22-2-88(b),9-1-306,108
32836,19450901,22-2-88(b),19450901,0
32837,9-1-441(a),9-1-104,9-1-441(a),134
32838,9-1-468,22-2-88(b),9-1-468,145
32839,9-1-107,9-1-104,9-1-107,78
32840,9-1-107,9-1-104,9-1-107,78
32841,9-1-477,22-2-88(b),9-1-477,150
32842,22-2-17,9-1-36(a),22-2-17,7
32843,9-1-36(a),9-1-111,9-1-36(a),119
32844,22-2-17,9-1-113,22-2-17,7
32845,22-2-45,9-1-110(a),22-2-45,18
32846,9-1-104,9-1-104,9-1-104,75
32847,22-2-83(a)(b)(c),9-1-104,22-2-83(a)(b)(c),25
32848,9-1-36(a),22-2-88(b),9-1-36(a),119
32849,9-1-36(a),22-2-88(b),9-1-36(a),119
32850,9-1-104,9-1-104,9-1-104,75
32851,9-1-104,9-1-104,9-1-104,75
32852,9-1-104,22-2-88(b),9-1-104,75
32853,9-1-36(a),9-1-104,9-1-36(a),119
32854,9-1-36(a),9-1-111,9-1-36(a),119
32855,9-1-36(a),9-1-111,9-1-36(a),119
32856,9-1-36(a),9-1-113,9-1-36(a),119
32857,9-1-36(a),9-1-111,9-1-36(a),119
32858,9-1-36(a),9-1-36(a),9-1-36(a),119
32859,9-1-104,22-2-88(b),9-1-104,75
32860,9-1-36(a),9-1-110(a),9-1-36(a),119
32861,9-1-36(a),9-1-104,9-1-36(a),119
32862,9-1-36(a),9-1-104,9-1-36(a),119
32863,22-2-43,9-1-36(a),22-2-43,16
32864,22-2-43,9-1-104,22-2-43,16
32865,9-1-36(a),22-2-88(b),9-1-36(a),119
32866,9-1-105,9-1-113,9-1-105,76
32867,22-2-17,9-1-36(a),22-2-17,7
32868,9-1-36(a),9-1-111,9-1-36(a),119
32869,9-1-36(a),22-2-88(b),9-1-36(a),119
32870,9-1-36(a),9-1-104,9-1-36(a),119
32871,9-1-104,9-1-104,9-1-104,75
32872,9-1-104,9-1-104,9-1-104,75
32873,9-1-36(a),9-1-104,9-1-36(a),119
32874,9-1-36(a),22-2-88(b),9-1-36(a),119
32875,9-1-104,22-2-88(b),9-1-104,75
32876,9-1-104,22-2-88(b),9-1-104,75
32877,9-1-105,9-1-36(a),9-1-105,76
32878,22-2-43,9-1-104,22-2-43,16
32879,9-1-104,22-2-88(b),9-1-104,75
32880,9-1-36(a),22-2-88(b),9-1-36(a),119
32881,22-2-83(a)(b)(c),22-2-88(b),22-2-83(a)(b)(c),25
32882,9-1-36(a),9-1-104,9-1-36(a),119
32883,9-1-104,22-2-88(b),9-1-104,75
32884,9-1-36(a),9-1-104,9-1-36(a),119
32885,9-1-36(a),9-1-104,9-1-36(a),119
32886,9-1-216,22-2-88(b),9-1-216,100
32887,9-1-216,9-1-104,9-1-216,100
32888,9-1-210,22-2-45,9-1-210,95
32889,9-1-101,22-2-88(b),9-1-101,71
32890,9-1-36(a),22-2-17(a),9-1-36(a),119
32891,9-1-110(a),22-2-88(b),9-1-110(a),81
32892,9-1-309,9-1-104,9-1-309,110
32893,9-1-311,22-2-88(b),9-1-311,112
32894,9-1-36(a),9-1-104,9-1-36(a),119
32895,9-1-311,22-2-88(b),9-1-311,112
32896,9-1-36(a),9-1-104,9-1-36(a),119
32897,9-1-204,9-1-104,9-1-204,89
32898,9-1-209,9-1-104,9-1-209,94
32899,9-1-206,9-1-104,9-1-206,91
32900,9-1-303,9-1-104,9-1-303,105
32901,9-1-36(a),9-1-104,9-1-36(a),119
32902,9-1-36(a),22-2-45,9-1-36(a),119
32903,9-1-36(a),9-1-104,9-1-36(a),119
32904,9-1-36(a),22-2-88(b),9-1-36(a),119
32905,9-1-36(a),9-1-104,9-1-36(a),119
32906,9-1-104,9-1-104,9-1-104,75
32907,9-1-104,22-2-45,9-1-104,75
32908,9-1-36(a),9-1-104,9-1-36(a),119
32909,9-1-104,9-1-104,9-1-104,75
32910,9-1-104,9-1-104,9-1-104,75
32911,9-1-36(a),9-1-104,9-1-36(a),119
32912,9-1-36(a),9-1-104,9-1-36(a),119
32913,9-1-104,22-2-88(b),9-1-104,75
32914,9-1-36(a),22-2-88(b),9-1-36(a),119
32915,9-1-36(a),9-1-104,9-1-36(a),119
32916,9-1-36(a),9-1-104,9-1-36(a),119
32917,9-1-104,22-2-88(b),9-1-104,75
32918,9-1-36(a),9-1-104,9-1-36(a),119
32919,9-1-104,9-1-104,9-1-104,75
32920,9-1-104,22-2-88(b),9-1-104,75
32921,22-2-22,9-1-104,22-2-22,11
32922,9-1-36(a),9-1-110(a),9-1-36(a),119
32923,22-2-22,22-2-88(b),22-2-22,11
32924,22-2-88,9-1-104,22-2-88,33
32925,9-1-36(a),9-1-113,9-1-36(a),119
32926,9-1-104,9-1-104,9-1-104,75
32927,9-1-36(a),9-1-104,9-1-36(a),119
32928,22-2-22,9-1-104,22-2-22,11
32929,9-1-36(a),22-2-88(b),9-1-36(a),119
32930,9-1-36(a),9-1-110(a),9-1-36(a),119
32931,9-1-36(a),22-2-88(a),9-1-36(a),119
32932,9-1-36(a),9-1-104,9-1-36(a),119
32933,22-2-41,9-1-104,22-2-41,14
32934,22-2-22,22-2-88(b),22-2-22,11
32935,9-1-36(a),9-1-104,9-1-36(a),119
32936,9-1-36(a),9-1-104,9-1-36(a),119
32937,9-1-36(a),22-2-88(b),9-1-36(a),119
32938,9-1-36(a),9-1-36(a),9-1-36(a),119
32939,9-1-104,22-2-88(b),9-1-104,75
32940,22-2-88,9-1-104,22-2-88,33
32941,9-1-36(a),22-2-88(b),9-1-36(a),119
32942,22-2-88,9-1-104,22-2-88,33
32943,9-1-36(a),9-1-104,9-1-36(a),119
32944,9-1-36(a),9-1-104,9-1-36(a),119
32945,22-2-88,22-2-88(b),22-2-88,33
32946,9-1-36(a),9-1-104,9-1-36(a),119
32947,9-1-36(a),22-2-83(a)(b)(c),9-1-36(a),119
32948,9-1-36(a),9-1-104,9-1-36(a),119
32949,9-1-36(a),22-2-88(b),9-1-36(a),119
32950,22-2-83(a)(b)(c),9-1-43(a) - (Dwellin,22-2-83(a)(b)(c),25
32951,22-2-88,9-1-104,22-2-88,33
32952,22-2-41,22-2-88(b),22-2-41,14
32953,22-2-22,9-1-36(a),22-2-22,11
32954,22-2-22,9-1-104,22-2-22,11
32955,9-1-36(a),9-1-36(a),9-1-36(a),119
32956,9-1-36(a),9-1-110(a),9-1-36(a),119
32957,9-1-36(a),9-1-36(a),9-1-36(a),119
32958,9-1-36(a),9-1-104,9-1-36(a),119
32959,9-1-105,9-1-104,9-1-105,76
32960,9-1-104,9-1-110(a),9-1-104,75
32961,9-1-36(a),22-2-88(b),9-1-36(a),119
32962,22-2-22,22-2-88(b),22-2-22,11
32963,22-2-17,22-2-45,22-2-17,7
32964,22-2-22,9-1-104,22-2-22,11
32965,22-2-22,22-2-88(b),22-2-22,11
32966,9-1-36(a),9-1-104,9-1-36(a),119
32967,22-2-17,9-1-104,22-2-17,7
32968,9-1-36(a),22-2-88(b),9-1-36(a),119
32969,22-2-88,9-1-110(a),22-2-88,33
32970,22-2-88,9-1-36(a),22-2-88,33
32971,22-2-22,9-1-113,22-2-22,11
32972,9-1-36(a),9-1-104,9-1-36(a),119
32973,22-2-17,22-2-83(a)(b)(c),22-2-17,7
32974,22-2-88,22-2-88(b),22-2-88,33
32975,9-1-36(a),9-1-43(a) - (Dwellin,9-1-36(a),119
32976,9-1-36(a),9-1-36(a),9-1-36(a),119
32977,9-1-36(a),9-1-104,9-1-36(a),119
32978,22-2-83(a)(b)(c),22-2-88(b),22-2-83(a)(b)(c),25
32979,22-2-88,9-1-104,22-2-88,33
32980,22-2-83(a)(b)(c),9-1-104,22-2-83(a)(b)(c),25
32981,22-2-43,9-1-104,22-2-43,16
32982,22-2-17,9-1-104,22-2-17,7
32983,9-1-36(a),22-2-88(b),9-1-36(a),119
32984,9-1-36(a),9-1-104,9-1-36(a),119
32985,9-1-36(a),22-2-88(b),9-1-36(a),119
32986,9-1-36(a),9-1-104,9-1-36(a),119
32987,9-1-36(a),22-2-88(b),9-1-36(a),119
32988,9-1-36(a),9-1-104,9-1-36(a),119
32989,9-1-36(a),9-1-82(d) - (Dwellin,9-1-36(a),119
32990,9-1-209,9-1-36(a),9-1-209,94
32991,9-1-209,9-1-81(a),9-1-209,94
32992,9-1-476,9-1-104,9-1-476,149
32993,9-1-206,22-2-88(a),9-1-206,91
32994,9-1-213,9-1-104,9-1-213,98
32995,19450901,22-2-88(b),19450901,0
32996,9-1-210,9-1-104,9-1-210,95
32997,19450901,9-1-104,19450901,0
32998,9-1-468,22-2-88(b),9-1-468,145
32999,19450901,22-2-88(b),19450901,0
33000,9-1-206,9-1-110(a),9-1-206,91
33001,9-1-303,22-2-88(b),9-1-303,105
33002,9-1-311,9-1-104,9-1-311,112
33003,9-1-304,22-2-88(b),9-1-304,106
33004,9-1-204,9-1-104,9-1-204,89
33005,9-1-477,22-2-88(a),9-1-477,150
33006,19450901,9-1-104,19450901,0
33007,9-1-442,9-1-36(a),9-1-442,135
33008,22-2-17,9-1-104,22-2-17,7
33009,22-2-43,22-2-88(b),22-2-43,16
33010,9-1-36(a),9-1-110(a),9-1-36(a),119
33011,9-1-81(a),9-1-110(a),9-1-81(a),155
33012,9-1-36(a),9-1-110(a),9-1-36(a),119
33013,9-1-105,9-1-104,9-1-105,76
33014,9-1-36(a),9-1-104,9-1-36(a),119
33015,9-1-36(a),9-1-104,9-1-36(a),119
33016,9-1-36(a),9-1-104,9-1-36(a),119
33017,9-1-111,22-2-88(b),9-1-111,83
33018,9-1-36(a),9-1-110(a),9-1-36(a),119
33019,9-1-36(a),9-1-110(a),9-1-36(a),119
33020,61-4-33,9-1-110(a),61-4-33,53
33021,9-1-104,9-1-104,9-1-104,75
33022,9-1-105,22-2-88(a),9-1-105,76
33023,22-2-22,9-1-104,22-2-22,11
33024,9-1-36(a),9-1-36(a),9-1-36(a),119
33025,19450901,22-2-88(b),19450901,0
33026,9-1-206,9-1-36(a),9-1-206,91
33027,9-1-303,9-1-104,9-1-303,105
33028,9-1-206,22-2-88(b),9-1-206,91
33029,9-1-306,22-2-88(b),9-1-306,108
33030,9-1-36(a),9-1-104,9-1-36(a),119
33031,9-1-36(a),22-2-88(b),9-1-36(a),119
33032,9-1-201(a),9-1-81(a),9-1-201(a),86
33033,9-1-36(a),9-1-36(a),9-1-36(a),119
33034,9-1-101,9-1-43(a) - (Dwellin,9-1-101,71
33035,22-2-83(a)(b)(c),9-1-81(a),22-2-83(a)(b)(c),25
33036,9-1-36(a),9-1-82(d) - (Dwellin,9-1-36(a),119
33037,9-1-36(a),9-1-43(a) - (Dwellin,9-1-36(a),119
33038,22-2-88,9-1-81(a),22-2-88,33
33039,22-2-83(a)(b)(c),9-1-36(a),22-2-83(a)(b)(c),25
33040,9-1-36(a),9-1-82(b),9-1-36(a),119
33041,9-1-36(a),9-1-36(a),9-1-36(a),119
33042,9-1-36(a),9-1-104,9-1-36(a),119
33043,9-1-104,22-2-88(b),9-1-104,75
33044,9-1-36(a),9-1-104,9-1-36(a),119
33045,9-1-36(a),9-1-104,9-1-36(a),119
33046,9-1-36(a),22-2-88(b),9-1-36(a),119
33047,9-1-36(a),9-1-104,9-1-36(a),119
33048,22-2-17,22-2-45,22-2-17,7
33049,22-2-22,22-2-88(b),22-2-22,11
33050,22-2-22,9-1-104,22-2-22,11
33051,9-1-36(a),22-2-88(b),9-1-36(a),119
33052,9-1-36(a),9-1-104,9-1-36(a),119
33053,22-2-17,22-2-88(b),22-2-17,7
33054,22-2-43,9-1-104,22-2-43,16
33055,9-1-105,9-1-104,9-1-105,76
33056,9-1-36(a),9-1-110(a),9-1-36(a),119
33057,22-2-17,9-1-104,22-2-17,7
33058,9-1-36(a),9-1-104,9-1-36(a),119
33059,9-1-36(a),22-2-88(b),9-1-36(a),119
33060,9-1-36(a),9-1-104,9-1-36(a),119
33061,9-1-36(a),9-1-104,9-1-36(a),119
33062,9-1-36(a),22-2-88(b),9-1-36(a),119
33063,9-1-36(a),22-2-88(b),9-1-36(a),119
33064,9-1-36(a),9-1-104,9-1-36(a),119
33065,9-1-36(a),9-1-104,9-1-36(a),119
33066,9-1-36(a),9-1-104,9-1-36(a),119
33067,9-1-36(a),9-1-104,9-1-36(a),119
33068,9-1-36(a),9-1-104,9-1-36(a),119
33069,9-1-36(a),9-1-36(a),9-1-36(a),119
33070,9-1-36(a),9-1-36(a),9-1-36(a),119
33071,9-1-104,9-1-104,9-1-104,75
33072,9-1-110(a),9-1-104,9-1-110(a),81
33073,9-1-36(a),22-2-88(b),9-1-36(a),119
33074,9-1-36(a),9-1-104,9-1-36(a),119
33075,9-1-36(a),22-2-88(b),9-1-36(a),119
33076,9-1-36(a),9-1-104,9-1-36(a),119
33077,9-1-36(a),9-1-36(a),9-1-36(a),119
33078,9-1-36(a),9-1-36(a),9-1-36(a),119
33079,9-1-36(a),9-1-36(a),9-1-36(a),119
33080,9-1-36(a),9-1-104,9-1-36(a),119
33081,22-2-17,22-2-43,22-2-17,7
33082,9-1-105,9-1-104,9-1-105,76
33083,22-2-17,22-2-88(b),22-2-17,7
33084,9-1-36(a),9-1-104,9-1-36(a),119
33085,9-1-205,9-1-104,9-1-205,90
33086,9-1-36(a),9-1-104,9-1-36(a),119
33087,9-1-111,9-1-104,9-1-111,83
33088,9-1-36(a),22-2-88(b),9-1-36(a),119
33089,9-1-36(a),9-1-104,9-1-36(a),119
33090,9-1-111,22-2-88(b),9-1-111,83
33091,22-2-17,22-2-88(b),22-2-17,7
33092,22-2-88,9-1-104,22-2-88,33
33093,9-1-36(a),9-1-110(a),9-1-36(a),119
33094,9-1-36(a),22-2-43,9-1-36(a),119
33095,22-2-22,9-1-104,22-2-22,11
33096,9-1-36(a),22-2-88(b),9-1-36(a),119
33097,22-2-22,9-1-104,22-2-22,11
33098,9-1-36(a),22-2-88(b),9-1-36(a),119
33099,22-2-17,9-1-104,22-2-17,7
33100,9-1-111,9-1-36(a),9-1-111,83
33101,22-2-88,22-2-88(b),22-2-88,33
33102,9-1-36(a),9-1-104,9-1-36(a),119
33103,22-2-88,9-1-110(a),22-2-88,33
33104,9-1-104,9-1-104,9-1-104,75
33105,9-1-36(a),9-1-36(a),9-1-36(a),119
33106,9-1-111,22-2-88(b),9-1-111,83
33107,9-1-36(a),9-1-104,9-1-36(a),119
33108,22-2-22,9-1-104,22-2-22,11
33109,9-1-36(a),22-2-88(b),9-1-36(a),119
33110,9-1-111,9-1-36(a),9-1-111,83
33111,9-1-36(a),9-1-81(a),9-1-36(a),119
33112,9-1-111,9-1-104,9-1-111,83
33113,22-2-22,22-2-88(b),22-2-22,11
33114,22-2-88,9-1-104,22-2-88,33
33115,22-2-83(a)(b)(c),22-2-88(b),22-2-83(a)(b)(c),25
33116,9-1-36(a),9-1-113,9-1-36(a),119
33117,9-1-36(a),22-2-88(b),9-1-36(a),119
33118,9-1-36(a),9-1-104,9-1-36(a),119
33119,9-1-36(a),9-1-104,9-1-36(a),119
33120,9-1-36(a),9-1-104,9-1-36(a),119
33121,9-1-36(a),9-1-110(a),9-1-36(a),119
33122,9-1-36(a),9-1-104,9-1-36(a),119
33123,9-1-36(a),22-2-88(b),9-1-36(a),119
33124,9-1-36(a),9-1-104,9-1-36(a),119
33125,9-1-36(a),9-1-104,9-1-36(a),119
33126,9-1-36(a),22-2-88(b),9-1-36(a),119
33127,9-1-36(a),9-1-104,9-1-36(a),119
33128,9-1-36(a),9-1-104,9-1-36(a),119
33129,22-2-22,9-1-104,22-2-22,11
33130,22-2-83(a)(b)(c),9-1-104,22-2-83(a)(b)(c),25
33131,22-2-43,9-1-104,22-2-43,16
33132,9-1-36(a),22-2-45,9-1-36(a),119
33133,9-1-36(a),9-1-104,9-1-36(a),119
33134,22-2-17,9-1-113,22-2-17,7
33135,22-2-17,9-1-104,22-2-17,7
33136,22-2-22,9-1-104,22-2-22,11
33137,9-1-36(a),22-2-88(b),9-1-36(a),119
33138,9-1-105,9-1-104,9-1-105,76
33139,9-1-36(a),9-1-36(a),9-1-36(a),119
33140,22-2-17,9-1-104,22-2-17,7
33141,9-1-111,22-2-88(b),9-1-111,83
33142,9-1-110(a),22-2-88(b),9-1-110(a),81
33143,9-1-36(a),9-1-113,9-1-36(a),119
33144,22-2-22,9-1-36(a),22-2-22,11
33145,9-1-36(a),22-2-88(b),9-1-36(a),119
33146,9-1-36(a),9-1-104,9-1-36(a),119
33147,9-1-36(a),9-1-104,9-1-36(a),119
33148,9-1-105,9-1-104,9-1-105,76
33149,9-1-107,9-1-36(a),9-1-107,78
33150,22-2-17,22-2-88(b),22-2-17,7
33151,9-1-36(a),9-1-104,9-1-36(a),119
33152,9-1-36(a),22-2-45,9-1-36(a),119
33153,9-1-36(a),22-2-88(b),9-1-36(a),119
33154,22-2-83(a)(b)(c),9-1-82(d) - (Structu,22-2-83(a)(b)(c),25
33155,22-2-22,22-2-88(b),22-2-22,11
33156,22-2-22,9-1-104,22-2-22,11
33157,9-1-36(a),9-1-104,9-1-36(a),119
33158,9-1-36(a),9-1-113,9-1-36(a),119
33159,9-1-311,9-1-82(d) - (Dwellin,9-1-311,112
33160,19450901,9-1-36(a),19450901,0
33161,9-1-36(a),9-1-104,9-1-36(a),119
33162,22-2-22,9-1-104,22-2-22,11
33163,22-2-22,9-1-104,22-2-22,11
33164,9-1-36(a),22-2-88(b),9-1-36(a),119
33165,9-1-36(a),9-1-110(a),9-1-36(a),119
33166,9-1-36(a),22-2-88(b),9-1-36(a),119
33167,22-2-83(a)(b)(c),9-1-104,22-2-83(a)(b)(c),25
33168,22-2-22,9-1-104,22-2-22,11
33169,9-1-104,9-1-104,9-1-104,75
33170,22-2-17,9-1-104,22-2-17,7
33171,22-2-83(a)(b)(c),9-1-104,22-2-83(a)(b)(c),25
33172,22-2-17,22-2-45,22-2-17,7
33173,9-1-36(a),22-2-88(b),9-1-36(a),119
33174,22-2-22,9-1-104,22-2-22,11
33175,9-1-36(a),9-1-110(a),9-1-36(a),119
33176,9-1-36(a),9-1-104,9-1-36(a),119
33177,9-1-36(a),9-1-104,9-1-36(a),119
33178,9-1-36(a),22-2-88(b),9-1-36(a),119
33179,61-4-33,9-1-104,61-4-33,53
33180,9-1-36(a),9-1-104,9-1-36(a),119
33181,9-1-36(a),9-1-113,9-1-36(a),119
33182,22-2-22,9-1-110(a),22-2-22,11
33183,61-4-33,9-1-36(a),61-4-33,53
33184,9-1-36(a),9-1-104,9-1-36(a),119
33185,22-2-22,9-1-104,22-2-22,11
33186,9-1-36(a),22-2-88(b),9-1-36(a),119
33187,9-1-36(a),9-1-104,9-1-36(a),119
33188,9-1-36(a),9-1-104,9-1-36(a),119
33189,9-1-36(a),22-2-88(b),9-1-36(a),119
33190,9-1-81(a),9-1-104,9-1-81(a),155
33191,22-2-22,9-1-104,22-2-22,11
33192,22-2-88,9-1-110(a),22-2-88,33
33193,9-1-36(a),9-1-110(a),9-1-36(a),119
33194,22-2-22,22-2-88(b),22-2-22,11
33195,9-1-111,9-1-104,9-1-111,83
33196,22-2-88,22-2-88(b),22-2-88,33
33197,9-1-36(a),9-1-110(a),9-1-36(a),119
33198,9-1-81(a),9-1-113,9-1-81(a),155
33199,9-1-36(a),9-1-104,9-1-36(a),119
33200,22-2-83(a)(b)(c),9-1-104,22-2-83(a)(b)(c),25
33201,22-2-17,22-2-88(b),22-2-17,7
33202,22-2-43,22-2-88(b),22-2-43,16
33203,22-2-17,9-1-104,22-2-17,7
33204,9-1-36(a),22-2-88(b),9-1-36(a),119
33205,22-2-22,9-1-104,22-2-22,11
33206,9-1-36(a),22-2-88(b),9-1-36(a),119
33207,9-1-36(a),9-1-104,9-1-36(a),119
33208,22-2-17,9-1-104,22-2-17,7
33209,9-1-105,22-2-88(b),9-1-105,76
33210,9-1-36(a),9-1-104,9-1-36(a),119
33211,9-1-105,9-1-110(a),9-1-105,76
33212,9-1-36(a),9-1-104,9-1-36(a),119
33213,9-1-36(a),9-1-36(a),9-1-36(a),119
33214,9-1-36(a),9-1-36(a),9-1-36(a),119
33215,9-1-36(a),22-2-88(b),9-1-36(a),119
33216,9-1-36(a),9-1-104,9-1-36(a),119
33217,9-1-36(a),9-1-110(a),9-1-36(a),119
33218,9-1-36(a),9-1-104,9-1-36(a),119
33219,9-1-36(a),9-1-104,9-1-36(a),119
33220,9-1-36(a),22-2-88(b),9-1-36(a),119
33221,9-1-36(a),22-2-88(b),9-1-36(a),119
33222,9-1-36(a),9-1-36(a),9-1-36(a),119
33223,9-1-36(a),22-2-88(b),9-1-36(a),119
33224,9-1-36(a),9-1-104,9-1-36(a),119
33225,9-1-105,9-1-104,9-1-105,76
33226,9-1-36(a),9-1-104,9-1-36(a),119
33227,9-1-36(a),9-1-104,9-1-36(a),119
33228,9-1-36(a),22-2-88(b),9-1-36(a),119
33229,22-2-22,9-1-110(a),22-2-22,11
33230,22-2-22,9-1-104,22-2-22,11
33231,22-2-22,9-1-104,22-2-22,11
33232,22-2-17,9-1-104,22-2-17,7
33233,9-1-36(a),9-1-104,9-1-36(a),119
33234,9-1-105,9-1-104,9-1-105,76
33235,9-1-107,22-2-88(b),9-1-107,78
33236,9-1-36(a),9-1-104,9-1-36(a),119
33237,9-1-105,22-2-88(b),9-1-105,76
33238,9-1-110(a),9-1-104,9-1-110(a),81
33239,22-2-17,9-1-43(a) - (Dwellin,22-2-17,7
33240,9-1-36(a),9-1-36(a),9-1-36(a),119
33241,9-1-36(a),9-1-104,9-1-36(a),119
33242,9-1-105,9-1-104,9-1-105,76
33243,9-1-104,9-1-104,9-1-104,75
33244,22-2-22,22-2-88(b),22-2-22,11
33245,9-1-36(a),9-1-104,9-1-36(a),119
33246,9-1-36(a),22-2-88(b),9-1-36(a),119
33247,9-1-36(a),9-1-36(a),9-1-36(a),119
33248,9-1-36(a),9-1-110(a),9-1-36(a),119
33249,9-1-36(a),9-1-104,9-1-36(a),119
33250,9-1-36(a),9-1-104,9-1-36(a),119
33251,19450901,22-2-88(b),19450901,0
33252,9-1-36(a),22-2-88(b),9-1-36(a),119
33253,9-1-36(a),22-2-88(b),9-1-36(a),119
33254,9-1-36(a),9-1-104,9-1-36(a),119
33255,9-1-36(a),9-1-104,9-1-36(a),119
33256,22-2-17,9-1-104,22-2-17,7
33257,9-1-105,9-1-104,9-1-105,76
33258,22-2-22,22-2-88(b),22-2-22,11
33259,22-2-17,9-1-104,22-2-17,7
33260,9-1-36(a),9-1-110(a),9-1-36(a),119
33261,9-1-36(a),22-2-43,9-1-36(a),119
33262,22-2-22,9-1-104,22-2-22,11
33263,9-1-36(a),22-2-88(b),9-1-36(a),119
33264,9-1-36(a),9-1-104,9-1-36(a),119
33265,22-2-22,22-2-88(b),22-2-22,11
33266,9-1-105,9-1-104,9-1-105,76
33267,9-1-36(a),22-2-88(b),9-1-36(a),119
33268,9-1-104,9-1-104,9-1-104,75
33269,22-2-22,9-1-104,22-2-22,11
33270,9-1-36(a),9-1-104,9-1-36(a),119
33271,9-1-311,22-2-88(b),9-1-311,112
33272,9-1-36(a),9-1-104,9-1-36(a),119
